postal_code,city,gmina,powiat,wojewodztwo
11-400,Bałowo,Kętrzyn,kętrzyński,warmińsko-mazurskie
11-731,Bałowo,Sorkwity,mrągowski,warmińsko-mazurskie
24-103,Bałtów,Żyrzyn,puławski,lubelskie
38-481,Bałucianka,Rymanów,krośnieński,podkarpackie
19-500,Bałupiany,Gołdap,gołdapski,warmińsko-mazurskie
37-413,Banachy,Harasiuki,niżański,podkarpackie
63-630,Bandlów,Rychtal,kępiński,wielkopolskie
38-700,Bandrów,Dolne,bieszczadzki,podkarpackie
07-431,Bandysie,Czarnia,ostrołęcki,mazowieckie
26-234,Bania,Konecka,konecki,świętokrzyskie
38-315,Banica,Gorlickie,gorlicki,małopolskie
74-110,Banie,Banie,gryfiński,zachodniopomorskie
80-297,Banino,Żukowo,kartuski,pomorskie
05-532,Baniocha,Kalwaria,piaseczyński,mazowieckie
22-360,Bańkowszczyzna,Rejowiec,chełmski,lubelskie
34-424,Bańska,Szaflary,nowotarski,małopolskie
21-002,Barak,Jastków,lubelski,lubelskie
26-500,Barak,Szydłowiec,szydłowiecki,mazowieckie
22-304,Baraki,Różana,krasnostawski,lubelskie
09-110,Baraki,Sochocin,płoński,mazowieckie
06-452,Baraki,Ciechanów,ciechanowski,mazowieckie
21-136,Baran,Firlej,lubartowski,lubelskie
26-080,Baran,Mniów,kielecki,świętokrzyskie
06-456,Baraniec,Ojrzeń,ciechanowski,mazowieckie
06-425,Baraniec,Karniewo,makowski,mazowieckie
62-312,Baraniec,Pyzdry,wrzesiński,wielkopolskie
16-061,Baranki,Kościelny,białostocki,podlaskie
56-210,Baranowice,Wąsosz,górowski,dolnośląskie
56-300,Baranowice,Milicz,milicki,dolnośląskie
55-080,Baranowice,Wrocławskie,wrocławski,dolnośląskie
66-431,Baranowice,Santok,gorzowski,lubuskie
16-406,Baranowo,Rutka-Tartak,suwalski,podlaskie
77-124,Baranowo,Parchowo,bytowski,pomorskie
11-730,Baranowo,Mikołajki,mrągowski,warmińsko-mazurskie
12-160,Baranowo,Wielbark,szczycieński,warmińsko-mazurskie
62-260,Baranowo,Łubowo,gnieźnieński,wielkopolskie
62-050,Baranowo,Mosina,poznański,wielkopolskie
62-081,Baranowo,Podgórne,poznański,wielkopolskie
24-105,Baranów,Baranów,puławski,lubelskie
96-314,Baranów,Baranów,grodziski,mazowieckie
27-312,Baranów,Chotcza,lipski,mazowieckie
28-100,Baranów,Busko-Zdrój,buski,świętokrzyskie
28-530,Baranów,Skalbmierz,kazimierski,świętokrzyskie
63-604,Baranów,Baranów,kępiński,wielkopolskie
39-450,Baranów,Sandomierski,tarnobrzeski,podkarpackie
63-300,Baranówek,Pleszew,pleszewski,wielkopolskie
32-010,Baranówka,Kocmyrzów-Luborzyca,krakowski,małopolskie
14-530,Baranówka,Frombork,braniewski,warmińsko-mazurskie
87-600,Barany,Lipno,lipnowski,kujawsko-pomorskie
98-330,Barany,Pajęczno,pajęczański,łódzkie
19-300,Barany,Ełk,ełcki,warmińsko-mazurskie
19-411,Barany,Świętajno,olecki,warmińsko-mazurskie
32-046,Barbarka,Skała,krakowski,małopolskie
62-590,Barbarka,Golina,koniński,wielkopolskie
22-175,Barbarówka,Dorohusk,chełmski,lubelskie
62-511,Barce,Kramsk,koniński,wielkopolskie
22-437,Barchaczów,Łabunie,zamojski,lubelskie
64-234,Barchlin,Przemęt,wolsztyński,wielkopolskie
83-211,Barchnowy,Gdański,starogardzki,pomorskie
33-342,Barcice,Sącz,nowosądecki,małopolskie
07-203,Barcice,Somianka,wyszkowski,mazowieckie
82-420,Barcice,Ryjewo,kwidzyński,pomorskie
05-651,Barcice,Chynów,grójecki,mazowieckie
05-650,Barcice,Chynów,grójecki,mazowieckie
19-504,Barcie,Dubeninki,gołdapski,warmińsko-mazurskie
74-520,Barcie,Cedynia,gryfiński,zachodniopomorskie
87-732,Barcikowo,Lubanie,włocławski,kujawsko-pomorskie
09-472,Barcikowo,Słupno,płocki,mazowieckie
11-040,Barcikowo,Miasto,olsztyński,warmińsko-mazurskie
77-230,Barcino,Kępice,słupski,pomorskie
26-050,Barcza,Zagnańsk,kielecki,świętokrzyskie
98-275,Barczew,Brzeźnio,sieradzki,łódzkie
11-010,Barczewko,Barczewo,olsztyński,warmińsko-mazurskie
32-813,Barczków,Szczurowa,brzeski,małopolskie
62-571,Barczygłów,Miasto,koniński,wielkopolskie
62-330,Barczyzna,Nekla,wrzesiński,wielkopolskie
57-256,Bardo,Bardo,ząbkowicki,dolnośląskie
26-035,Bardo,Raków,kielecki,świętokrzyskie
62-300,Bardo,Września,wrzesiński,wielkopolskie
14-133,Barduń,Gietrzwałd,olsztyński,warmińsko-mazurskie
78-113,Bardy,Dygowo,kołobrzeski,zachodniopomorskie
14-405,Bardyny,Wilczęta,braniewski,warmińsko-mazurskie
99-340,Bardzinek,Krośniewice,kutnowski,łódzkie
76-023,Bardzlino,Świeszyno,koszaliński,zachodniopomorskie
99-205,Bardzynin,Dalików,poddębicki,łódzkie
84-352,Bargędzino,Wicko,lęborski,pomorskie
16-320,Bargłów,Kościelny,augustowski,podlaskie
44-153,Bargłówka,Sośnicowice,gliwicki,śląskie
42-262,Bargły,Poczesna,częstochowski,śląskie
66-235,Bargów,Torzym,sulęciński,lubuskie
83-250,Barka,Skarszewy,starogardzki,pomorskie
21-070,Barki,Cyców,łęczyński,lubelskie
77-140,Barkocin,Kołczygłowy,bytowski,pomorskie
97-330,Barkowice,Sulejów,piotrkowski,łódzkie
55-140,Barkowo,Żmigród,trzebnicki,dolnośląskie
77-300,Barkowo,Człuchów,człuchowski,pomorskie
72-310,Barkowo,Gryfice,gryficki,zachodniopomorskie
11-001,Barkweda,Dywity,olsztyński,warmińsko-mazurskie
82-400,Barlewice,Sztum,sztumski,pomorskie
74-320,Barlinek,Barlinek,myśliborski,zachodniopomorskie
89-504,Barłogi,Tuchola,tucholski,kujawsko-pomorskie
24-170,Barłogi,Kurów,puławski,lubelskie
66-627,Barłogi,Bobrowice,krośnieński,lubuskie
62-640,Barłogi,Grzegorzew,kolski,wielkopolskie
84-242,Barłomino,Luzino,wejherowski,pomorskie
64-200,Barłożnia,Wolsztyn,wolsztyński,wielkopolskie
83-225,Barłożno,Skórcz,starogardzki,pomorskie
80-299,Barniewice,Żukowo,kartuski,pomorskie
74-201,Barnim,Warnice,pyrzycki,zachodniopomorskie
73-220,Barnimie,Drawno,choszczeński,zachodniopomorskie
72-001,Barnisław,Kołbaskowo,policki,zachodniopomorskie
74-500,Barnkowo,Chojna,gryfiński,zachodniopomorskie
33-336,Barnowiec,Łabowa,nowosądecki,małopolskie
74-311,Barnówko,Dębno,myśliborski,zachodniopomorskie
16-070,Barszczewo,Choroszcz,białostocki,podlaskie
83-260,Bartel,Kaliska,starogardzki,pomorskie
18-420,Bartki,Jedwabne,łomżyński,podlaskie
14-521,Bartki,Lelkowo,braniewski,warmińsko-mazurskie
13-124,Bartki,Kozłowo,nidzicki,warmińsko-mazurskie
14-120,Bartki,Dąbrówno,ostródzki,warmińsko-mazurskie
33-318,Bartkowa-Posadowa,Dunajcem,nowosądecki,małopolskie
42-270,Bartkowice,Kłomnice,częstochowski,śląskie
18-413,Bartkowizna,Miastkowo,łomżyński,podlaskie
74-100,Bartkowo,Gryfino,gryfiński,zachodniopomorskie
19-404,Bartkowski,Wieliczki,olecki,warmińsko-mazurskie
56-410,Bartków,Dobroszyce,oleśnicki,dolnośląskie
86-230,Bartlewo,Lisewo,chełmiński,kujawsko-pomorskie
12-220,Bartlewo,Ruciane-Nida,piski,warmińsko-mazurskie
88-220,Bartłomiejowice,Osięciny,radziejowski,kujawsko-pomorskie
24-160,Bartłomiejowice,Wąwolnica,puławski,lubelskie
38-307,Bartne,Sękowa,gorlicki,małopolskie
82-450,Bartne,Dzierzgoń,sztumski,pomorskie
16-424,Bartnia,Filipów,suwalski,podlaskie
57-451,Bartnica,Ruda,kłodzki,dolnośląskie
87-321,Bartniczka,Bartniczka,brodnicki,kujawsko-pomorskie
87-301,Bartniki,Brodnica,brodnicki,kujawsko-pomorskie
96-332,Bartniki,Mariańska,żyrardowski,mazowieckie
16-316,Bartniki,Lipsk,augustowski,podlaskie
11-106,Bartniki,Kiwity,lidzbarski,warmińsko-mazurskie
56-215,Bartodzieje,Niechlów,górowski,dolnośląskie
97-515,Bartodzieje,Masłowice,radomszczański,łódzkie
07-215,Bartodzieje,Obryte,pułtuski,mazowieckie
26-631,Bartodzieje,Jastrzębia,radomski,mazowieckie
26-706,Bartodzieje,Tczów,zwoleński,mazowieckie
62-100,Bartodzieje,Wągrowiec,wągrowiecki,wielkopolskie
76-142,Bartolino,Malechowo,sławieński,zachodniopomorskie
87-214,Bartoszewice,Płużnica,wąbrzeski,kujawsko-pomorskie
63-930,Bartoszewice,Jutrosin,rawicki,wielkopolskie
72-004,Bartoszewo,Police,policki,zachodniopomorskie
13-100,Bartoszki,Nidzica,nidzicki,warmińsko-mazurskie
57-160,Bartoszowa,Borów,strzeliński,dolnośląskie
26-006,Bartoszowiny,Słupia,kielecki,świętokrzyskie
59-241,Bartoszów,Pole,legnicki,dolnośląskie
58-120,Bartoszówek,Strzegom,świdnicki,dolnośląskie
59-820,Bartoszówka,Leśna,lubański,dolnośląskie
97-220,Bartoszówka,Rzeczyca,tomaszowski,łódzkie
96-321,Bartoszówka,Wola,grodziski,mazowieckie
83-430,Bartoszylas,Kiszewa,kościerski,pomorskie
87-821,Baruchowo,Baruchowo,włocławski,kujawsko-pomorskie
47-133,Barut,Jemielnica,strzelecki,opolskie
34-124,Barwałd,Wadowice,wadowicki,małopolskie
34-130,Barwałd,Zebrzydowska,wadowicki,małopolskie
78-460,Barwice,Barwice,szczecinecki,zachodniopomorskie
83-305,Barwik,Przodkowo,kartuski,pomorskie
19-213,Barwiki,Radziłów,grajewski,podlaskie
38-454,Barwinek,Dukla,krośnieński,podkarpackie
11-036,Barwiny,Gietrzwałd,olsztyński,warmińsko-mazurskie
59-407,Barycz,Mściwojów,jaworski,dolnośląskie
95-082,Barycz,Dobroń,pabianicki,łódzkie
97-532,Barycz,Żytno,radomszczański,łódzkie
36-230,Barycz,Domaradz,brzozowski,podkarpackie
37-723,Barycz,Stubno,przemyski,podkarpackie
38-115,Baryczka,Niebylec,strzyżowski,podkarpackie
73-134,Barzkowice,Stargard,stargardzki,zachodniopomorskie
76-150,Barzowice,Darłowo,sławieński,zachodniopomorskie
18-520,Barzykowo,Stawiski,kolneński,podlaskie
46-166,Barzyna,Namysłów,namysłowski,opolskie
14-411,Barzyna,Rychliki,elbląski,warmińsko-mazurskie
24-340,Basonia,Wisłą,opolski,lubelskie
72-300,Baszewice,Gryfice,gryficki,zachodniopomorskie
21-003,Baszki,Niemce,lubelski,lubelskie
63-760,Baszków,Zduny,krotoszyński,wielkopolskie
05-503,Baszkówka,Piaseczno,piaseczyński,mazowieckie
37-621,Basznia,Lubaczów,lubaczowski,podkarpackie
56-160,Baszyn,Wińsko,wołowski,dolnośląskie
63-714,Baszyny,Krotoszyn,krotoszyński,wielkopolskie
06-216,Batogowo,Sypniewo,makowski,mazowieckie
82-300,Batorowo,Elbląg,elbląski,warmińsko-mazurskie
77-420,Batorowo,Lipka,złotowski,wielkopolskie
32-086,Batowice,Zielonki,krakowski,małopolskie
74-230,Batowo,Lipiany,pyrzycki,zachodniopomorskie
37-713,Batycze,Żurawica,przemyski,podkarpackie
78-331,Batyń,Rąbino,świdwiński,zachodniopomorskie
21-065,Bazar,Rybczewice,świdnicki,lubelskie
06-200,Bazar,Szelków,makowski,mazowieckie
27-670,Bazów,Łoniów,sandomierski,świętokrzyskie
43-440,Bażanowice,Goleszów,cieszyński,śląskie
38-530,Bażanówka,Zarszyn,sanocki,podkarpackie
46-243,Bażany,Kluczbork,kluczborski,opolskie
64-607,Bąblin,Oborniki,obornicki,wielkopolskie
88-140,Bąbolin,Gniewkowo,inowrocławski,kujawsko-pomorskie
83-334,Bącka,Sierakowice,kartuski,pomorskie
83-329,Bącz,Kartuzy,kartuski,pomorskie
33-335,Bącza-Kunina,Nawojowa,nowosądecki,małopolskie
38-242,Bączal,Skołyszyn,jasielski,podkarpackie
39-232,Bączałka,Brzostek,dębicki,podkarpackie
72-131,Bącznik,Goleniów,goleniowski,zachodniopomorskie
63-805,Bączylas,Poniec,gostyński,wielkopolskie
89-320,Bądecz,Wysoka,pilski,wielkopolskie
82-520,Bądki,Gardeja,kwidzyński,pomorskie
06-430,Bądkowo,Sońsk,ciechanowski,mazowieckie
09-414,Bądkowo,Duży,płocki,mazowieckie
05-610,Bądków,Goszczyn,grójecki,mazowieckie
67-222,Bądzów,Jerzmanowa,głogowski,dolnośląskie
09-304,Bądzyn,Lubowidz,żuromiński,mazowieckie
95-080,Bądzyń,łódzki,wschodni,łódzkie
89-240,Bąk,Kcynia,nakielski,kujawsko-pomorskie
83-440,Bąk,Karsin,kościerski,pomorskie
83-432,Bąk,Kiszewa,kościerski,pomorskie
55-040,Bąki,Kobierzyce,wrocławski,dolnośląskie
06-513,Bąki,Kościelna,mławski,mazowieckie
46-375,Bąki,Dobrodzień,oleski,opolskie
97-510,Bąkowa,Ręczno,piotrkowski,łódzkie
46-112,Bąkowice,Świerczów,namysłowski,opolskie
97-306,Bąkowiec,Grabica,piotrkowski,łódzkie
88-133,Bąkowo,Biskupia,inowrocławski,kujawsko-pomorskie
86-160,Bąkowo,Warlubie,świecki,kujawsko-pomorskie
77-235,Bąkowo,Trzebielino,bytowski,pomorskie
89-333,Bąkowo,Wyrzysk,pilski,wielkopolskie
56-513,Bąków,Międzybórz,oleśnicki,dolnośląskie
55-095,Bąków,Długołęka,wrocławski,dolnośląskie
26-411,Bąków,Rusinów,przysuski,mazowieckie
26-505,Bąków,Orońsko,szydłowiecki,mazowieckie
49-200,Bąków,Grodków,brzeski,opolskie
46-233,Bąków,Kluczbork,kluczborski,opolskie
43-246,Bąków,Strumień,cieszyński,śląskie
99-440,Bąków,Zduny,łowicki,łódzkie
84-351,Bąsewice,Lęborska,lęborski,pomorskie
29-100,Bebelno-Kolonia,Włoszczowa,włoszczowski,świętokrzyskie
86-140,Bedlenki,Drzycim,świecki,kujawsko-pomorskie
21-300,Bedlno,Podlaski,radzyński,lubelskie
78-311,Bedlno,Świdwin,świdwiński,zachodniopomorskie
38-305,Bednarka,Lipinki,gorlicki,małopolskie
96-330,Bednary,Mariańska,żyrardowski,mazowieckie
62-010,Bednary,Pobiedziska,poznański,wielkopolskie
97-420,Bednarze,Szczerców,bełchatowski,łódzkie
07-120,Bednarze,Korytnica,węgrowski,mazowieckie
21-211,Bednarzówka,Kłoda,parczewski,lubelskie
06-126,Begno,Gzy,pułtuski,mazowieckie
08-207,Bejdy,Olszanka,łosicki,mazowieckie
28-512,Bejsce,Bejsce,kazimierski,świętokrzyskie
98-161,Beleń,Zapolice,zduńskowolski,łódzkie
64-231,Belęcin,Siedlec,wolsztyński,wielkopolskie
83-425,Belfort,Dziemiany,kościerski,pomorskie
86-131,Belno,Jeżewo,świecki,kujawsko-pomorskie
26-004,Belno,Bieliny,kielecki,świętokrzyskie
62-610,Belny,Sompolno,koniński,wielkopolskie
99-418,Bełchów,Nieborów,łowicki,łódzkie
21-306,Bełcząc,Czemierniki,radzyński,lubelskie
12-230,Bełcząc,Piska,piski,warmińsko-mazurskie
66-130,Bełcze,Bojadła,zielonogórski,lubuskie
73-153,Bełczna,Łobez,łobeski,zachodniopomorskie
59-610,Bełczyna,Wleń,lwówecki,dolnośląskie
19-206,Bełda,Rajgród,grajewski,podlaskie
32-731,Bełdno,Żegocina,bocheński,małopolskie
26-420,Bełek,Pilicą,grójecki,mazowieckie
44-237,Bełk,Czerwionka-Leszczyny,rybnicki,śląskie
28-313,Bełk,Imielno,jędrzejowski,świętokrzyskie
13-230,Bełk,Lidzbark,działdowski,warmińsko-mazurskie
44-362,Bełsznica,Gorzyce,wodzisławski,śląskie
78-312,Bełtno,Świdwin,świdwiński,zachodniopomorskie
37-700,Bełwin,Przemyśl,przemyski,podkarpackie
22-670,Bełżec,Bełżec,tomaszowski,lubelskie
14-500,Bemowizna,Braniewo,braniewski,warmińsko-mazurskie
09-214,Bendorzyn,Mochowo,sierpecki,mazowieckie
96-300,Benenard,Radziejowice,żyrardowski,mazowieckie
62-310,Benewicze,Pyzdry,wrzesiński,wielkopolskie
63-700,Benice,Krotoszyn,krotoszyński,wielkopolskie
72-400,Benice,Pomorski,kamieński,zachodniopomorskie
62-400,Benignowo,Słupca,słupecki,wielkopolskie
38-713,Beniowa,Lutowiska,bieszczadzki,podkarpackie
27-640,Beradz,Klimontów,sandomierski,świętokrzyskie
64-113,Berdychowo,Osieczna,leszczyński,wielkopolskie
63-740,Berdychów,Kobylin,krotoszyński,wielkopolskie
21-104,Berejów,Niedźwiada,lubartowski,lubelskie
98-358,Beresie,Kiełczygłów,pajęczański,łódzkie
33-380,Berest,Krynica-Zdrój,nowosądecki,małopolskie
22-425,Bereść,Grabowiec,zamojski,lubelskie
21-560,Bereza,Podlaski,bialski,lubelskie
38-610,Berezka,Solina,leski,podkarpackie
21-512,Berezówka,Zalesie,bialski,lubelskie
17-240,Berezyszcze,Czeremcha,hajnowski,podlaskie
22-523,Bereżnica,Horodło,hrubieszowski,lubelskie
11-510,Berkowo,Wydminy,giżycki,warmińsko-mazurskie
62-265,Berkowo,Kiszkowo,gnieźnieński,wielkopolskie
88-324,Berlinek,Wielkie,mogileński,kujawsko-pomorskie
48-100,Bernacice,Głubczyce,głubczycki,opolskie
17-220,Bernacki,Narewka,hajnowski,podlaskie
87-640,Bernardowo,Czernikowo,toruński,kujawsko-pomorskie
26-225,Bernów,Gowarczów,konecki,świętokrzyskie
38-524,Besko,Besko,sanocki,podkarpackie
32-711,Bessów,Bochnia,bocheński,małopolskie
43-512,Bestwina,Bestwina,bielski,śląskie
05-332,Bestwiny,Siennica,miński,mazowieckie
28-232,Beszowa,Łubnice,staszowski,świętokrzyskie
27-660,Beszyce,Koprzywnica,sandomierski,świętokrzyskie
09-152,Beszyno,Naruszewo,płoński,mazowieckie
64-020,Betkowo,Czempiń,kościański,wielkopolskie
83-322,Betlejem,Stężyca,kartuski,pomorskie
11-440,Bezławecki,Reszel,kętrzyński,warmińsko-mazurskie
38-600,Bezmiechowa,Lesko,leski,podkarpackie
72-315,Bezmoście,Resko,łobeski,zachodniopomorskie
62-834,Beznatka,Ceków-Kolonia,kaliski,wielkopolskie
62-710,Beznazwa,Władysławów,turecki,wielkopolskie
78-122,Bezpraw,Kołobrzeg,kołobrzeski,zachodniopomorskie
71-220,Bezrzecze,(Szczecińska),policki,zachodniopomorskie
71-234,Bezrzecze,(Szczecińska),policki,zachodniopomorskie
72-003,Bezrzecze,(Szczecińska),policki,zachodniopomorskie
71-216,Bezrzecze,(Szczecińska),policki,zachodniopomorskie
71-235,Bezrzecze,(Szczecińska),policki,zachodniopomorskie
71-232,Bezrzecze,(Szczecińska),policki,zachodniopomorskie
71-221,Bezrzecze,(Szczecińska),policki,zachodniopomorskie
71-218,Bezrzecze,(Szczecińska),policki,zachodniopomorskie
71-237,Bezrzecze,(Szczecińska),policki,zachodniopomorskie
71-219,Bezrzecze,(Szczecińska),policki,zachodniopomorskie
71-238,Bezrzecze,(Szczecińska),policki,zachodniopomorskie
71-217,Bezrzecze,(Szczecińska),policki,zachodniopomorskie
71-236,Bezrzecze,(Szczecińska),policki,zachodniopomorskie
71-230,Bezrzecze,(Szczecińska),policki,zachodniopomorskie
21-310,Bezwola,Wohyń,radzyński,lubelskie
26-400,Beźnik,Przysucha,przysuski,mazowieckie
32-089,Bębło,Wieś,krakowski,małopolskie
64-603,Bębnikąt,Oborniki,obornicki,wielkopolskie
78-124,Bębnikąt,Rymań,kołobrzeski,zachodniopomorskie
06-540,Bębnowo,Radzanów,mławski,mazowieckie
32-444,Bęczarka,Myślenice,myślenicki,małopolskie
26-008,Bęczków,Górno,kielecki,świętokrzyskie
23-250,Bęczyn,Urzędów,kraśnicki,lubelskie
34-113,Bęczyn,Brzeźnica,wadowicki,małopolskie
19-230,Bęćkowo,Szczuczyn,grajewski,podlaskie
73-261,Będargowiec,Pełczyce,choszczeński,zachodniopomorskie
84-217,Będargowo,Szemud,wejherowski,pomorskie
72-005,Będargowo,Kołbaskowo,policki,zachodniopomorskie
55-050,Będkowice,Sobótka,wrocławski,dolnośląskie
55-100,Będkowo,Trzebnica,trzebnicki,dolnośląskie
97-319,Będków,Będków,tomaszowski,łódzkie
62-061,Będlewo,Stęszew,poznański,wielkopolskie
78-530,Będlino,Wierzchowo,drawski,zachodniopomorskie
83-422,Będomin,Karczma,kościerski,pomorskie
66-112,Będów,Czerwieńsk,zielonogórski,lubuskie
95-040,Będzelin,łódzki,wschodni,łódzkie
28-506,Będziaki,Czarnocin,kazimierski,świętokrzyskie
76-220,Będziechowo,Główczyce,słupski,pomorskie
62-704,Będziechów,Kawęczyn,turecki,wielkopolskie
39-127,Będziemyśl,Małopolski,ropczycko-,podkarpackie
39-124,Będzienica,Iwierzyce,ropczycko-,podkarpackie
72-405,Będzieszewo,Świerzno,kamieński,zachodniopomorskie
83-000,Będzieszyn,Gdański,gdański,pomorskie
63-450,Będzieszyn,Wielkopolski,ostrowski,wielkopolskie
32-860,Będzieszyna,Czchów,brzeski,małopolskie
56-416,Będzin,Twardogóra,oleśnicki,dolnośląskie
42-500,Będzin,Będzin,będziński,śląskie
42-506,Będzin,Będzin,będziński,śląskie
42-504,Będzin,Będzin,będziński,śląskie
76-037,Będzinko,Będzino,koszaliński,zachodniopomorskie
88-180,Będzitowo,Kujawskie,inowrocławski,kujawsko-pomorskie
09-300,Będzymin,Żuromin,żuromiński,mazowieckie
89-652,Będźmierowice,Czersk,chojnicki,pomorskie
11-311,Bęsia,Kolno,olsztyński,warmińsko-mazurskie
46-022,Biadacz,Łubniany,opolski,opolskie
56-330,Biadaszka,Cieszków,milicki,dolnośląskie
98-405,Biadaszki,Galewice,wieruszowski,łódzkie
63-645,Biadaszki,Opatowska,kępiński,wielkopolskie
32-828,Biadoliny,Wojnicz,tarnowski,małopolskie
18-500,Bialiki,Kolno,kolneński,podlaskie
59-225,Biała,Chojnów,legnicki,dolnośląskie
58-123,Biała,Marcinowice,świdnicki,dolnośląskie
33-100,Biała,Tarnów,tarnowski,małopolskie
09-411,Biała,Biała,płocki,mazowieckie
48-210,Biała,Biała,prudnicki,opolskie
77-222,Biała,Miastko,bytowski,pomorskie
84-215,Biała,Wejherowo,wejherowski,pomorskie
42-125,Biała,Kłobuck,kłobucki,śląskie
64-904,Biała,Trzcianka,czarnkowsko-,wielkopolskie
64-730,Biała,Wieleń,czarnkowsko-,wielkopolskie
73-130,Biała,Dobrzany,stargardzki,zachodniopomorskie
78-421,Biała,Bór,szczecinecki,zachodniopomorskie
42-427,Biała,Kroczyce,zawierciański,śląskie
23-300,Biała,Lubelski,janowski,lubelskie
98-350,Biała,Biała,wieluński,łódzkie
99-220,Biała,Wartkowice,poddębicki,łódzkie
97-505,Biała,Dobryszyce,radomszczański,łódzkie
26-804,Biała,Stromiec,białobrzeski,mazowieckie
14-260,Biała,Lubawa,iławski,warmińsko-mazurskie
82-340,Biała,Tolkmicko,elbląski,warmińsko-mazurskie
33-330,Biała,Grybów,nowosądecki,małopolskie
48-303,Biała,Nysa,nyski,opolskie
62-574,Biała,Rychwał,koniński,wielkopolskie
21-500,Biała,Biała,Podlaska,lubelskie
17-250,Biała,Kleszczele,hajnowski,podlaskie
42-235,Biała,Lelów,częstochowski,śląskie
62-065,Biała,Wielkopolski,grodziski,wielkopolskie
57-512,Biała,Kłodzka,kłodzki,dolnośląskie
16-402,Biała,Suwałki,suwalski,podlaskie
11-135,Biała,Lubomino,lidzbarski,warmińsko-mazurskie
83-210,Białachowo,Zblewo,starogardzki,pomorskie
26-307,Białaczów,Białaczów,opoczyński,łódzkie
09-227,Białasy,Szczutowo,sierpecki,mazowieckie
19-200,Białaszewo,Grajewo,grajewski,podlaskie
24-224,Białawoda,Borzechów,lubelski,lubelskie
33-312,Białawoda,Dolna,nowosądecki,małopolskie
66-460,Białcz,Witnica,gorzowski,lubuskie
64-412,Białcz,Wielkie,międzychodzki,wielkopolskie
14-520,Białczyn,Pieniężno,braniewski,warmińsko-mazurskie
86-010,Białe,Koronowo,bydgoski,kujawsko-pomorskie
09-504,Białe,Gostynin,gostyniński,mazowieckie
78-400,Białe,Szczecinek,szczecinecki,zachodniopomorskie
86-005,Białe,Błota,bydgoski,kujawsko-pomorskie
87-617,Białe,Bobrowniki,lipnowski,kujawsko-pomorskie
88-306,Białe,Dąbrowa,mogileński,kujawsko-pomorskie
06-120,Białe,Winnica,pułtuski,mazowieckie
89-641,Białe,Chojnice,chojnicki,pomorskie
07-325,Białe-Giezki,Boguty-Pianki,ostrowski,mazowieckie
97-350,Białek,Gorzkowice,piotrkowski,łódzkie
76-129,Białęciniec,Malechowo,sławieński,zachodniopomorskie
62-095,Białęgi,Goślina,poznański,wielkopolskie
64-700,Białężyn,Czarnków,czarnkowsko-,wielkopolskie
22-300,Białka,Krasnystaw,krasnostawski,lubelskie
34-220,Białka,Podhalański,suski,małopolskie
36-030,Białka,Błażowa,rzeszowski,podkarpackie
14-105,Białka,Łukta,ostródzki,warmińsko-mazurskie
